application_id,application_at,observation_cutoff,province_code,province_name,city_code,city_name,customer_segment,channel,requested_amount_fen,declared_income_band,identity_verification_status,income_evidence_status,consent_status,application_consistency,internal_repayment_months,recent_overdue_days,debt_service_ratio_bps,data_nature
CR20260001060,2026-05-05T22:20:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,414140,3000-4999,verified,complete,confirmed,consistent,36,0,4174,deterministic_synthetic
CR20260001061,2026-05-05T23:07:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,494059,5000-7999,verified,complete,confirmed,consistent,37,0,4175,deterministic_synthetic
CR20260001062,2026-05-05T23:54:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,573978,8000-11999,verified,complete,confirmed,consistent,38,0,4176,deterministic_synthetic
CR20260001063,2026-05-06T00:41:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,653897,12000+,verified,complete,confirmed,consistent,39,0,4177,deterministic_synthetic
CR20260001064,2026-05-06T01:28:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,733816,3000-4999,verified,complete,confirmed,consistent,40,0,4178,deterministic_synthetic
CR20260001065,2026-05-06T02:15:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,813735,5000-7999,verified,complete,confirmed,consistent,41,0,4179,deterministic_synthetic
CR20260001066,2026-05-06T03:02:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,893654,8000-11999,verified,complete,confirmed,consistent,42,0,4180,deterministic_synthetic
CR20260001067,2026-05-06T03:49:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,973573,12000+,verified,complete,confirmed,consistent,43,0,4181,deterministic_synthetic
CR20260001068,2026-05-06T04:36:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,1053492,3000-4999,verified,complete,confirmed,consistent,44,0,4182,deterministic_synthetic
CR20260001069,2026-05-06T05:23:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,1133411,5000-7999,verified,complete,confirmed,consistent,45,0,4183,deterministic_synthetic
CR20260001070,2026-05-06T06:10:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,1213330,8000-11999,verified,complete,confirmed,consistent,46,0,4184,deterministic_synthetic
CR20260001071,2026-05-06T06:57:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,1293249,12000+,verified,complete,confirmed,consistent,47,0,4185,deterministic_synthetic
CR20260001072,2026-05-06T07:44:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,1373168,3000-4999,verified,complete,confirmed,consistent,48,0,4186,deterministic_synthetic
CR20260001073,2026-05-06T08:31:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,1453087,5000-7999,verified,complete,confirmed,consistent,6,0,4187,deterministic_synthetic
CR20260001074,2026-05-06T09:18:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,1533006,8000-11999,verified,complete,confirmed,consistent,7,0,4188,deterministic_synthetic
CR20260001075,2026-05-06T10:05:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,1612925,12000+,verified,complete,confirmed,consistent,8,0,4189,deterministic_synthetic
CR20260001076,2026-05-06T10:52:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,1692844,3000-4999,verified,complete,confirmed,consistent,9,0,4190,deterministic_synthetic
CR20260001077,2026-05-06T11:39:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,1772763,5000-7999,verified,complete,confirmed,consistent,10,0,4191,deterministic_synthetic
CR20260001078,2026-05-06T12:26:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,1852682,8000-11999,verified,complete,confirmed,consistent,11,0,4192,deterministic_synthetic
CR20260001079,2026-05-06T13:13:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,1932601,12000+,verified,complete,confirmed,consistent,12,0,4193,deterministic_synthetic
CR20260001080,2026-05-06T14:00:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,2012520,3000-4999,verified,complete,confirmed,consistent,13,0,4194,deterministic_synthetic
CR20260001081,2026-05-06T14:47:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,2092439,5000-7999,verified,complete,confirmed,consistent,14,0,4195,deterministic_synthetic
CR20260001082,2026-05-06T15:34:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,2172358,8000-11999,verified,complete,confirmed,consistent,15,0,4196,deterministic_synthetic
CR20260001083,2026-05-06T16:21:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,2252277,12000+,verified,complete,confirmed,consistent,16,0,4197,deterministic_synthetic
CR20260001084,2026-05-06T17:08:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,2332196,3000-4999,verified,complete,confirmed,consistent,17,0,4198,deterministic_synthetic
CR20260001085,2026-05-06T17:55:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,2412115,5000-7999,verified,complete,confirmed,consistent,18,0,4199,deterministic_synthetic
CR20260001086,2026-05-06T18:42:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,2492034,8000-11999,verified,complete,confirmed,consistent,19,0,4200,deterministic_synthetic
CR20260001087,2026-05-06T19:29:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,2571953,12000+,verified,complete,confirmed,consistent,20,0,4201,deterministic_synthetic
CR20260001088,2026-05-06T20:16:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,2651872,3000-4999,verified,complete,confirmed,consistent,21,0,4202,deterministic_synthetic
CR20260001089,2026-05-06T21:03:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,2731791,5000-7999,verified,complete,confirmed,consistent,22,0,4203,deterministic_synthetic
CR20260001090,2026-05-06T21:50:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,2811710,8000-11999,verified,complete,confirmed,consistent,23,0,4204,deterministic_synthetic
CR20260001091,2026-05-06T22:37:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,2891629,12000+,verified,complete,confirmed,consistent,24,0,4205,deterministic_synthetic
CR20260001092,2026-05-06T23:24:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,2971548,3000-4999,verified,complete,confirmed,consistent,25,0,4206,deterministic_synthetic
CR20260001093,2026-05-07T00:11:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,3051467,5000-7999,verified,complete,confirmed,consistent,26,0,4207,deterministic_synthetic
CR20260001094,2026-05-07T00:58:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,3131386,8000-11999,verified,complete,confirmed,consistent,27,0,4208,deterministic_synthetic
CR20260001095,2026-05-07T01:45:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,3211305,12000+,verified,complete,confirmed,consistent,28,0,4209,deterministic_synthetic
CR20260001096,2026-05-07T02:32:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,3291224,3000-4999,verified,complete,confirmed,consistent,29,0,4210,deterministic_synthetic
CR20260001097,2026-05-07T03:19:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,3371143,5000-7999,verified,complete,confirmed,consistent,30,0,4211,deterministic_synthetic
CR20260001098,2026-05-07T04:06:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,3451062,8000-11999,verified,complete,confirmed,consistent,31,0,4212,deterministic_synthetic
CR20260001099,2026-05-07T04:53:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,3530981,12000+,verified,complete,confirmed,consistent,32,0,4213,deterministic_synthetic
CR20260001100,2026-05-07T05:40:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,3610900,3000-4999,verified,complete,confirmed,consistent,33,0,4214,deterministic_synthetic
CR20260001101,2026-05-07T06:27:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,3690819,5000-7999,verified,complete,confirmed,consistent,34,0,4215,deterministic_synthetic
CR20260001102,2026-05-07T07:14:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,3770738,8000-11999,verified,complete,confirmed,consistent,35,0,4216,deterministic_synthetic
CR20260001103,2026-05-07T08:01:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,3850657,12000+,verified,complete,confirmed,consistent,36,0,4217,deterministic_synthetic
CR20260001104,2026-05-07T08:48:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,3930576,3000-4999,verified,complete,confirmed,consistent,37,0,4218,deterministic_synthetic
CR20260001105,2026-05-07T09:35:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,4010495,5000-7999,verified,complete,confirmed,consistent,38,0,4219,deterministic_synthetic
CR20260001106,2026-05-07T10:22:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,4090414,8000-11999,verified,complete,confirmed,consistent,39,0,4220,deterministic_synthetic
CR20260001107,2026-05-07T11:09:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,4170333,12000+,verified,complete,confirmed,consistent,40,0,4221,deterministic_synthetic
CR20260001108,2026-05-07T11:56:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,4250252,3000-4999,verified,complete,confirmed,consistent,41,0,4222,deterministic_synthetic
CR20260001109,2026-05-07T12:43:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,4330171,5000-7999,verified,complete,confirmed,consistent,42,0,4223,deterministic_synthetic
CR20260001110,2026-05-07T13:30:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,4410090,8000-11999,verified,complete,confirmed,consistent,43,0,4224,deterministic_synthetic
CR20260001111,2026-05-07T14:17:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,4490009,12000+,verified,complete,confirmed,consistent,44,0,4225,deterministic_synthetic
CR20260001112,2026-05-07T15:04:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,4569928,3000-4999,verified,complete,confirmed,consistent,45,0,4226,deterministic_synthetic
CR20260001113,2026-05-07T15:51:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,4649847,5000-7999,verified,complete,confirmed,consistent,46,0,4227,deterministic_synthetic
CR20260001114,2026-05-07T16:38:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,4729766,8000-11999,verified,complete,confirmed,consistent,47,0,4228,deterministic_synthetic
CR20260001115,2026-05-07T17:25:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,4809685,12000+,verified,complete,confirmed,consistent,48,0,4229,deterministic_synthetic
CR20260001116,2026-05-07T18:12:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,4889604,3000-4999,verified,complete,confirmed,consistent,6,0,4230,deterministic_synthetic
CR20260001117,2026-05-07T18:59:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,4969523,5000-7999,verified,complete,confirmed,consistent,7,0,4231,deterministic_synthetic
CR20260001118,2026-05-07T19:46:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,349442,8000-11999,verified,complete,confirmed,consistent,8,0,4232,deterministic_synthetic
CR20260001119,2026-05-07T20:33:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,429361,12000+,verified,complete,confirmed,consistent,9,0,4233,deterministic_synthetic
CR20260001120,2026-05-07T21:20:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,509280,3000-4999,verified,complete,confirmed,consistent,10,0,4234,deterministic_synthetic
CR20260001121,2026-05-07T22:07:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,589199,5000-7999,verified,complete,confirmed,consistent,11,0,4235,deterministic_synthetic
CR20260001122,2026-05-07T22:54:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,669118,8000-11999,verified,complete,confirmed,consistent,12,0,4236,deterministic_synthetic
CR20260001123,2026-05-07T23:41:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,749037,12000+,verified,complete,confirmed,consistent,13,0,4237,deterministic_synthetic
CR20260001124,2026-05-08T00:28:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,828956,3000-4999,verified,complete,confirmed,consistent,14,0,4238,deterministic_synthetic
CR20260001125,2026-05-08T01:15:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,908875,5000-7999,verified,complete,confirmed,consistent,15,0,4239,deterministic_synthetic
CR20260001126,2026-05-08T02:02:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,988794,8000-11999,verified,complete,confirmed,consistent,16,0,4240,deterministic_synthetic
CR20260001127,2026-05-08T02:49:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,1068713,12000+,verified,complete,confirmed,consistent,17,0,4241,deterministic_synthetic
CR20260001128,2026-05-08T03:36:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,1148632,3000-4999,verified,complete,confirmed,consistent,18,0,4242,deterministic_synthetic
CR20260001129,2026-05-08T04:23:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,1228551,5000-7999,verified,complete,confirmed,consistent,19,0,4243,deterministic_synthetic
CR20260001130,2026-05-08T05:10:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,1308470,8000-11999,verified,complete,confirmed,consistent,20,0,4244,deterministic_synthetic
CR20260001131,2026-05-08T05:57:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,1388389,12000+,verified,complete,confirmed,consistent,21,0,4245,deterministic_synthetic
CR20260001132,2026-05-08T06:44:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,1468308,3000-4999,verified,complete,confirmed,consistent,22,0,4246,deterministic_synthetic
CR20260001133,2026-05-08T07:31:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,1548227,5000-7999,verified,complete,confirmed,consistent,23,0,4247,deterministic_synthetic
CR20260001134,2026-05-08T08:18:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,1628146,8000-11999,verified,complete,confirmed,consistent,24,0,4248,deterministic_synthetic
CR20260001135,2026-05-08T09:05:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,1708065,12000+,verified,complete,confirmed,consistent,25,0,4249,deterministic_synthetic
CR20260001136,2026-05-08T09:52:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,1787984,3000-4999,verified,complete,confirmed,consistent,26,0,4250,deterministic_synthetic
CR20260001137,2026-05-08T10:39:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,1867903,5000-7999,verified,complete,confirmed,consistent,27,0,4251,deterministic_synthetic
CR20260001138,2026-05-08T11:26:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,1947822,8000-11999,verified,complete,confirmed,consistent,28,0,4252,deterministic_synthetic
CR20260001139,2026-05-08T12:13:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,2027741,12000+,verified,complete,confirmed,consistent,29,0,4253,deterministic_synthetic
