No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,observed_at,missing_pollutant_count,data_nature
30825,2016,9,5,8,42.0,43.0,2.0,50.0,800.0,43.0,21.8,1007.5,16.1,0.0,NE,2.4,Tiantan,2016-09-05 08:00:00,0,public-derived
30845,2016,9,6,4,15.0,25.0,4.0,55.0,500.0,9.0,20.9,1005.4,16.1,0.0,ENE,0.9,Tiantan,2016-09-06 04:00:00,0,public-derived
30865,2016,9,7,0,,,,,,,25.4,1002.1,15.1,0.0,WSW,3.0,Tiantan,2016-09-07 00:00:00,6,public-derived
30885,2016,9,7,20,20.0,50.0,3.0,28.0,600.0,83.0,20.8,1002.2,15.6,21.7,SW,3.9,Tiantan,2016-09-07 20:00:00,0,public-derived
30905,2016,9,8,16,13.0,45.0,3.0,22.0,300.0,,31.3,1001.0,5.7,0.0,NW,3.3,Tiantan,2016-09-08 16:00:00,1,public-derived
30925,2016,9,9,12,14.0,24.0,6.0,23.0,400.0,63.0,29.5,1004.5,12.0,0.0,NE,1.2,Tiantan,2016-09-09 12:00:00,0,public-derived
30945,2016,9,10,8,11.0,22.0,2.0,45.0,400.0,14.0,23.1,1007.3,11.8,0.0,NE,1.1,Tiantan,2016-09-10 08:00:00,0,public-derived
30965,2016,9,11,4,23.0,23.0,2.0,16.0,700.0,94.0,17.2,1008.4,16.4,0.5,E,1.5,Tiantan,2016-09-11 04:00:00,0,public-derived
30985,2016,9,12,0,18.0,24.0,2.0,38.0,600.0,39.0,18.4,1012.6,16.9,0.0,SSW,0.4,Tiantan,2016-09-12 00:00:00,0,public-derived
31005,2016,9,12,20,37.0,50.0,2.0,34.0,800.0,92.0,24.1,1013.3,16.9,0.0,ESE,1.1,Tiantan,2016-09-12 20:00:00,0,public-derived
31025,2016,9,13,16,81.0,81.0,6.0,20.0,900.0,184.0,27.5,1011.8,17.7,0.0,S,2.0,Tiantan,2016-09-13 16:00:00,0,public-derived
31045,2016,9,14,12,138.0,138.0,7.0,63.0,1300.0,117.0,27.15,1013.0,18.5,0.0,SW,2.8,Tiantan,2016-09-14 12:00:00,0,public-derived
31065,2016,9,15,8,68.0,68.0,2.0,77.0,900.0,8.0,21.9,1011.8,18.3,0.0,NNE,1.9,Tiantan,2016-09-15 08:00:00,0,public-derived
31085,2016,9,16,4,181.0,181.0,2.0,36.0,1300.0,11.0,21.9,1008.4,20.7,0.0,NNE,1.1,Tiantan,2016-09-16 04:00:00,0,public-derived
31105,2016,9,17,0,50.0,63.0,2.0,24.0,1000.0,116.0,21.2,1011.3,18.4,0.0,NE,1.1,Tiantan,2016-09-17 00:00:00,0,public-derived
31125,2016,9,17,20,28.0,52.0,5.0,73.0,900.0,11.0,22.4,1015.0,15.0,0.0,NNW,1.2,Tiantan,2016-09-17 20:00:00,0,public-derived
31145,2016,9,18,16,15.0,15.0,2.0,34.0,500.0,37.0,20.0,1015.5,13.5,0.0,ENE,1.7,Tiantan,2016-09-18 16:00:00,0,public-derived
31165,2016,9,19,12,6.0,9.0,2.0,26.0,400.0,63.0,22.6,1018.2,8.7,0.0,N,2.1,Tiantan,2016-09-19 12:00:00,0,public-derived
31185,2016,9,20,8,23.0,49.0,2.0,59.0,700.0,4.0,18.2,1017.9,10.3,0.0,NNE,1.5,Tiantan,2016-09-20 08:00:00,0,public-derived
31205,2016,9,21,4,43.0,59.0,3.0,78.0,700.0,2.0,15.9,1014.8,12.5,0.0,NE,1.0,Tiantan,2016-09-21 04:00:00,0,public-derived
31225,2016,9,22,0,85.0,85.0,2.0,80.0,1200.0,2.0,17.775,1014.0,14.5,0.0,NE,1.7,Tiantan,2016-09-22 00:00:00,0,public-derived
31245,2016,9,22,20,125.0,125.0,3.0,70.0,1300.0,32.0,21.975,1009.0,14.7,0.0,,0.2,Tiantan,2016-09-22 20:00:00,0,public-derived
31265,2016,9,23,16,,6.0,5.0,37.0,1000.0,212.0,26.275,1006.0,16.7,0.0,SE,2.4,Tiantan,2016-09-23 16:00:00,1,public-derived
31285,2016,9,24,12,100.0,113.0,2.0,53.0,1100.0,117.0,24.5,1006.25,17.2,0.0,SW,1.4,Tiantan,2016-09-24 12:00:00,0,public-derived
31305,2016,9,25,8,169.0,169.0,2.0,44.0,1200.0,86.0,20.8,1010.7,18.0,0.0,ENE,1.5,Tiantan,2016-09-25 08:00:00,0,public-derived
31325,2016,9,26,4,18.0,18.0,2.0,15.0,600.0,93.0,18.7,1010.0,17.5,3.8,NW,1.9,Tiantan,2016-09-26 04:00:00,0,public-derived
31345,2016,9,27,0,86.0,86.0,2.0,49.0,2500.0,2.0,19.0,1010.1,18.3,0.0,W,0.7,Tiantan,2016-09-27 00:00:00,0,public-derived
31365,2016,9,27,20,11.0,31.0,2.0,39.0,600.0,37.0,17.85,1020.75,0.0,0.0,NE,3.7,Tiantan,2016-09-27 20:00:00,0,public-derived
31385,2016,9,28,16,13.0,13.0,2.0,23.0,400.0,70.0,20.125,1019.75,-1.2,0.0,NW,1.0,Tiantan,2016-09-28 16:00:00,0,public-derived
31405,2016,9,29,12,64.0,64.0,12.0,58.0,600.0,65.0,19.9,1015.6,2.7,0.0,S,3.2,Tiantan,2016-09-29 12:00:00,0,public-derived
31425,2016,9,30,8,66.0,87.0,5.0,72.0,900.0,5.0,15.4,1013.3,8.6,0.0,NNE,1.1,Tiantan,2016-09-30 08:00:00,0,public-derived
31445,2016,10,1,4,159.0,187.0,9.0,127.0,1600.0,2.0,15.3,1010.6,11.7,0.0,ESE,1.4,Tiantan,2016-10-01 04:00:00,0,public-derived
31465,2016,10,2,0,140.0,161.0,4.0,101.0,1900.0,2.0,17.4,1011.5,14.3,0.0,ENE,0.7,Tiantan,2016-10-02 00:00:00,0,public-derived
31485,2016,10,2,20,198.0,198.0,2.0,71.0,1600.0,36.0,20.3,1005.7,17.3,0.0,ESE,0.5,Tiantan,2016-10-02 20:00:00,0,public-derived
31505,2016,10,3,16,57.0,66.0,3.0,20.0,500.0,162.0,28.0,1006.4,15.0,0.0,ESE,2.0,Tiantan,2016-10-03 16:00:00,0,public-derived
31525,2016,10,4,12,22.0,50.0,2.0,47.0,1000.0,13.0,16.7,1010.5,12.8,0.0,NE,1.4,Tiantan,2016-10-04 12:00:00,0,public-derived
31545,2016,10,5,8,47.0,47.0,2.0,31.0,1400.0,4.0,15.4,1014.7,13.2,0.0,SSE,1.3,Tiantan,2016-10-05 08:00:00,0,public-derived
31565,2016,10,6,4,93.0,93.0,3.0,63.0,1600.0,2.0,14.9,1020.2,13.4,0.0,NE,0.7,Tiantan,2016-10-06 04:00:00,0,public-derived
31585,2016,10,7,0,28.0,28.0,2.0,21.0,800.0,42.0,13.9,1019.8,12.6,3.2,SE,2.0,Tiantan,2016-10-07 00:00:00,0,public-derived
31605,2016,10,7,20,54.0,54.0,2.0,61.0,2200.0,2.0,13.9,1013.3,12.8,0.0,NW,0.2,Tiantan,2016-10-07 20:00:00,0,public-derived
31625,2016,10,8,16,8.0,11.0,2.0,19.0,900.0,70.0,17.3,1017.4,-2.4,0.0,NW,2.7,Tiantan,2016-10-08 16:00:00,0,public-derived
31645,2016,10,9,12,45.0,110.0,6.0,88.0,1200.0,3.0,13.9,1019.8,4.2,0.0,SSE,1.1,Tiantan,2016-10-09 12:00:00,0,public-derived
31665,2016,10,10,8,55.0,64.0,2.0,49.0,1000.0,2.0,9.0,1016.1,5.4,0.0,ENE,1.3,Tiantan,2016-10-10 08:00:00,0,public-derived
31685,2016,10,11,4,118.0,118.0,2.0,54.0,1400.0,2.0,8.3,1014.8,7.4,0.0,WNW,0.6,Tiantan,2016-10-11 04:00:00,0,public-derived
31705,2016,10,12,0,44.0,49.0,5.0,59.0,900.0,10.0,13.3,1021.5,7.5,0.0,SE,1.2,Tiantan,2016-10-12 00:00:00,0,public-derived
31725,2016,10,12,20,87.0,112.0,2.0,75.0,1200.0,15.0,15.2,1017.5,11.0,0.0,SSE,1.0,Tiantan,2016-10-12 20:00:00,0,public-derived
31745,2016,10,13,16,181.0,204.0,9.0,110.0,1500.0,71.0,21.3,1013.2,13.0,0.0,S,1.4,Tiantan,2016-10-13 16:00:00,0,public-derived
31765,2016,10,14,12,,,7.0,113.0,2100.0,49.0,19.5,1017.2,14.1,0.0,SSE,1.3,Tiantan,2016-10-14 12:00:00,2,public-derived
31785,2016,10,15,8,166.0,217.0,2.0,59.0,2100.0,2.0,12.6,1019.2,12.1,0.0,NE,0.8,Tiantan,2016-10-15 08:00:00,0,public-derived
31805,2016,10,16,4,112.0,112.0,2.0,55.0,1000.0,2.0,14.3,1015.8,13.0,0.0,SE,0.9,Tiantan,2016-10-16 04:00:00,0,public-derived
31825,2016,10,17,0,113.0,113.0,2.0,47.0,1300.0,2.0,12.7,1014.8,11.9,0.0,N,0.8,Tiantan,2016-10-17 00:00:00,0,public-derived
31845,2016,10,17,20,53.0,82.0,2.0,77.0,1000.0,2.0,17.4,1016.4,9.3,0.0,SSE,1.8,Tiantan,2016-10-17 20:00:00,0,public-derived
31865,2016,10,18,16,148.0,193.0,7.0,82.0,2000.0,18.0,17.3,1013.8,14.0,0.0,E,1.5,Tiantan,2016-10-18 16:00:00,0,public-derived
31885,2016,10,19,12,265.0,301.0,3.0,123.0,2700.0,4.0,19.4,1011.9,14.9,0.0,SSE,1.5,Tiantan,2016-10-19 12:00:00,0,public-derived
31905,2016,10,20,8,30.0,30.0,9.0,31.0,900.0,36.0,15.1,1019.2,5.0,0.0,S,2.1,Tiantan,2016-10-20 08:00:00,0,public-derived
31925,2016,10,21,4,45.0,45.0,2.0,25.0,900.0,25.0,11.0,1016.7,7.9,0.0,NW,1.7,Tiantan,2016-10-21 04:00:00,0,public-derived
31945,2016,10,22,0,24.0,24.0,2.0,47.0,900.0,2.0,11.1,1014.6,10.0,0.0,NE,1.2,Tiantan,2016-10-22 00:00:00,0,public-derived
31965,2016,10,22,20,6.0,9.0,3.0,36.0,400.0,25.0,10.5,1020.5,2.1,0.0,E,1.8,Tiantan,2016-10-22 20:00:00,0,public-derived
31985,2016,10,23,16,38.0,85.0,6.0,48.0,700.0,38.0,15.5666666666667,1017.0,-0.8,0.0,SW,0.6,Tiantan,2016-10-23 16:00:00,0,public-derived
32005,2016,10,24,12,80.0,196.0,3.0,76.0,1600.0,2.0,10.4,1013.9,5.6,0.0,E,0.8,Tiantan,2016-10-24 12:00:00,0,public-derived
32025,2016,10,25,8,55.0,102.0,2.0,16.0,1300.0,2.0,8.1,1011.5,7.7,0.0,E,0.6,Tiantan,2016-10-25 08:00:00,0,public-derived
32045,2016,10,26,4,117.0,122.0,4.0,59.0,1500.0,2.0,10.15,1015.0,9.2,0.0,NE,0.9,Tiantan,2016-10-26 04:00:00,0,public-derived
32065,2016,10,27,0,24.0,66.0,6.0,64.0,800.0,2.0,11.075,1024.75,3.8,0.0,SE,2.4,Tiantan,2016-10-27 00:00:00,0,public-derived
32085,2016,10,27,20,34.0,34.0,2.0,57.0,1200.0,2.0,8.375,1023.0,7.2,0.6,NE,1.0,Tiantan,2016-10-27 20:00:00,0,public-derived
32105,2016,10,28,16,6.0,6.0,2.0,19.0,200.0,65.0,11.8,1025.5,-9.9,0.0,NNW,2.7,Tiantan,2016-10-28 16:00:00,0,public-derived
32125,2016,10,29,12,19.0,19.0,11.0,40.0,600.0,39.0,10.9,1027.7,-7.4,0.0,SSW,3.1,Tiantan,2016-10-29 12:00:00,0,public-derived
32145,2016,10,30,8,67.0,115.0,2.0,60.0,1500.0,11.0,3.5,1020.0,0.2,0.0,ENE,1.2,Tiantan,2016-10-30 08:00:00,0,public-derived
32165,2016,10,31,4,3.0,6.0,2.0,10.0,200.0,59.0,0.9,1033.7,-20.8,0.0,NNE,3.6,Tiantan,2016-10-31 04:00:00,0,public-derived
32185,2016,11,1,0,13.0,20.0,6.0,34.0,100.0,16.0,1.8,1033.2,-11.7,0.0,WNW,1.1,Tiantan,2016-11-01 00:00:00,0,public-derived
32205,2016,11,1,20,63.0,90.0,6.0,76.0,800.0,17.0,5.4,1026.9,-6.8,0.0,SW,1.3,Tiantan,2016-11-01 20:00:00,0,public-derived
32225,2016,11,2,16,117.0,130.0,18.0,75.0,1100.0,49.0,12.1,1019.3,-2.2,0.0,SW,2.4,Tiantan,2016-11-02 16:00:00,0,public-derived
32245,2016,11,3,12,173.0,244.0,9.0,156.0,2600.0,23.0,10.5,1013.9,1.3,0.0,SE,1.5,Tiantan,2016-11-03 12:00:00,0,public-derived
32265,2016,11,4,8,209.0,219.0,3.0,32.0,3500.0,20.0,3.5,1007.5,3.1,0.0,ENE,1.0,Tiantan,2016-11-04 08:00:00,0,public-derived
32285,2016,11,5,4,243.0,244.0,2.0,138.0,4100.0,15.0,5.7,1004.0,5.3,0.0,ENE,1.2,Tiantan,2016-11-05 04:00:00,0,public-derived
32305,2016,11,6,0,129.0,129.0,2.0,55.0,800.0,33.0,7.6,1022.4,0.6,0.0,SSE,1.0,Tiantan,2016-11-06 00:00:00,0,public-derived
32325,2016,11,6,20,73.0,91.0,10.0,78.0,1500.0,2.0,7.9,1021.4,-4.2,0.0,SE,0.5,Tiantan,2016-11-06 20:00:00,0,public-derived
32345,2016,11,7,16,8.0,34.0,3.0,16.0,300.0,55.0,11.7,1026.2,-6.7,0.0,NW,3.1,Tiantan,2016-11-07 16:00:00,0,public-derived
32365,2016,11,8,12,26.0,29.0,5.0,34.0,500.0,42.0,9.9,1029.9,-6.5,0.0,SW,2.9,Tiantan,2016-11-08 12:00:00,0,public-derived
32385,2016,11,9,8,153.0,187.0,4.0,61.0,3000.0,2.0,0.6,1028.9,-0.9,0.0,ENE,1.3,Tiantan,2016-11-09 08:00:00,0,public-derived
32405,2016,11,10,4,137.0,137.0,3.0,67.0,1500.0,2.0,4.7,1013.8,2.2,0.0,ESE,0.4,Tiantan,2016-11-10 04:00:00,0,public-derived
32425,2016,11,11,0,21.0,21.0,2.0,39.0,800.0,2.0,6.8,1009.9,-6.6,0.0,NNW,1.3,Tiantan,2016-11-11 00:00:00,0,public-derived
32445,2016,11,11,20,59.0,75.0,2.0,56.0,1400.0,2.0,4.0,1011.4,0.0,0.0,N,0.0,Tiantan,2016-11-11 20:00:00,0,public-derived
32465,2016,11,12,16,88.0,133.0,15.0,71.0,1300.0,41.0,12.4,1015.1,1.7,0.0,SSE,1.7,Tiantan,2016-11-12 16:00:00,0,public-derived
32485,2016,11,13,12,94.0,149.0,10.0,80.0,2700.0,2.0,8.7,1012.9,3.9,0.0,ESE,0.9,Tiantan,2016-11-13 12:00:00,0,public-derived
32505,2016,11,14,8,10.0,85.0,2.0,21.0,300.0,61.0,10.1,1017.1,-11.3,0.0,NNW,4.6,Tiantan,2016-11-14 08:00:00,0,public-derived
32525,2016,11,15,4,3.0,14.0,2.0,52.0,500.0,2.0,-0.3,1024.3,-8.0,0.0,ENE,0.1,Tiantan,2016-11-15 04:00:00,0,public-derived
32545,2016,11,16,0,144.0,172.0,6.0,86.0,3300.0,2.0,2.7,1018.2,0.8,0.0,NNE,0.9,Tiantan,2016-11-16 00:00:00,0,public-derived
32565,2016,11,16,20,108.0,142.0,2.0,75.0,2200.0,2.0,4.2,1018.2,0.7,0.0,ENE,0.6,Tiantan,2016-11-16 20:00:00,0,public-derived
32585,2016,11,17,16,92.0,135.0,15.0,66.0,1900.0,2.0,6.7,1017.6,-0.8,0.0,E,1.1,Tiantan,2016-11-17 16:00:00,0,public-derived
32605,2016,11,18,12,228.0,352.0,25.0,114.0,4400.0,2.0,7.8,1010.0,3.1,0.0,ESE,1.4,Tiantan,2016-11-18 12:00:00,0,public-derived
32625,2016,11,19,8,80.0,80.0,17.0,64.0,1300.0,5.0,9.8,1013.2,-1.9,0.0,NNE,1.3,Tiantan,2016-11-19 08:00:00,0,public-derived
32645,2016,11,20,4,61.0,61.0,5.0,47.0,800.0,2.0,5.8,1020.4,2.6,0.0,ESE,2.3,Tiantan,2016-11-20 04:00:00,0,public-derived
32665,2016,11,21,0,13.0,13.0,2.0,20.0,400.0,37.0,0.5,1022.3,-1.1,0.3,NE,2.6,Tiantan,2016-11-21 00:00:00,0,public-derived
32685,2016,11,21,20,12.0,36.0,5.0,16.0,500.0,59.0,-2.7,1032.7,-16.1,0.0,NW,4.3,Tiantan,2016-11-21 20:00:00,0,public-derived
32705,2016,11,22,16,6.0,23.0,5.0,27.0,400.0,47.0,-0.3,1032.8,-18.0,0.0,NW,3.4,Tiantan,2016-11-22 16:00:00,0,public-derived
32725,2016,11,23,12,42.0,64.0,19.0,34.0,600.0,44.0,1.4,1031.0,-16.5,0.0,WSW,2.3,Tiantan,2016-11-23 12:00:00,0,public-derived
32745,2016,11,24,8,23.0,74.0,2.0,58.0,1400.0,2.0,-4.6,1027.9,-10.4,0.0,ENE,1.4,Tiantan,2016-11-24 08:00:00,0,public-derived
32765,2016,11,25,4,162.0,216.0,4.0,96.0,4100.0,2.0,-4.2,1021.7,-8.7,0.0,ENE,0.8,Tiantan,2016-11-25 04:00:00,0,public-derived
32785,2016,11,26,0,284.0,344.0,9.0,88.0,2900.0,2.0,0.5,1019.0,-2.7,0.0,ESE,0.8,Tiantan,2016-11-26 00:00:00,0,public-derived
32805,2016,11,26,20,253.0,393.0,4.0,112.0,2900.0,2.0,1.5,1015.7,-3.0,0.0,NNW,0.3,Tiantan,2016-11-26 20:00:00,0,public-derived
32825,2016,11,27,16,12.0,24.0,5.0,28.0,400.0,58.0,7.2,1025.5,-16.3,0.0,NNW,2.8,Tiantan,2016-11-27 16:00:00,0,public-derived
32845,2016,11,28,12,43.0,68.0,21.0,68.0,1200.0,21.0,5.8,1028.0,-10.9,0.0,SW,1.1,Tiantan,2016-11-28 12:00:00,0,public-derived
32865,2016,11,29,8,47.0,77.0,3.0,56.0,1700.0,2.0,-2.0,1031.5,-6.0,0.0,NE,1.1,Tiantan,2016-11-29 08:00:00,0,public-derived
32885,2016,11,30,4,77.0,112.0,4.0,60.0,2400.0,2.0,-0.2,1021.4,-2.3,0.0,ENE,0.4,Tiantan,2016-11-30 04:00:00,0,public-derived
32905,2016,12,1,0,7.0,27.0,4.0,62.0,600.0,22.0,3.5,1024.1,-8.5,0.0,E,1.0,Tiantan,2016-12-01 00:00:00,0,public-derived
32925,2016,12,1,20,93.0,139.0,4.0,102.0,1700.0,2.0,2.7,1028.7,-9.6,0.0,SW,0.2,Tiantan,2016-12-01 20:00:00,0,public-derived
32945,2016,12,2,16,106.0,187.0,23.0,128.0,1900.0,8.0,10.1,1022.6,-7.2,0.0,S,1.2,Tiantan,2016-12-02 16:00:00,0,public-derived
32965,2016,12,3,12,96.0,135.0,24.0,97.0,1900.0,9.0,5.7,1017.2,-3.7,0.0,E,1.1,Tiantan,2016-12-03 12:00:00,0,public-derived
32985,2016,12,4,8,383.0,408.0,6.0,80.0,5500.0,2.0,-1.3,1012.7,-2.1,0.0,S,0.1,Tiantan,2016-12-04 08:00:00,0,public-derived
33005,2016,12,5,4,75.0,75.0,2.0,50.0,1400.0,2.0,0.3,1018.0,-3.4,0.0,W,0.6,Tiantan,2016-12-05 04:00:00,0,public-derived
33025,2016,12,6,0,30.0,50.0,3.0,66.0,1000.0,2.0,-2.8,1026.5,-12.3,0.0,WSW,0.8,Tiantan,2016-12-06 00:00:00,0,public-derived
33045,2016,12,6,20,126.0,195.0,6.0,102.0,2100.0,2.0,0.1,1016.4,-9.4,0.0,,0.0,Tiantan,2016-12-06 20:00:00,0,public-derived
33065,2016,12,7,16,198.0,270.0,20.0,134.0,3100.0,8.0,7.1,1019.6,-3.5,0.0,SW,2.7,Tiantan,2016-12-07 16:00:00,0,public-derived
33085,2016,12,8,12,13.0,143.0,4.0,18.0,300.0,72.0,8.1,1012.3,-14.9,0.0,NW,5.5,Tiantan,2016-12-08 12:00:00,0,public-derived
33105,2016,12,9,8,14.0,30.0,10.0,44.0,600.0,34.0,0.0,1024.7,-12.7,0.0,NE,2.0,Tiantan,2016-12-09 08:00:00,0,public-derived
33125,2016,12,10,4,51.0,71.0,2.0,67.0,1800.0,56.0,-5.0,1025.8,-10.6,0.0,ESE,0.6,Tiantan,2016-12-10 04:00:00,0,public-derived
33145,2016,12,11,0,92.0,118.0,2.0,79.0,1700.0,2.0,-3.2,1025.3,-8.1,0.0,NE,1.3,Tiantan,2016-12-11 00:00:00,0,public-derived
33165,2016,12,11,20,192.0,273.0,37.0,130.0,3600.0,2.0,0.2,1018.6,-4.6,0.0,ENE,0.8,Tiantan,2016-12-11 20:00:00,0,public-derived
33185,2016,12,12,16,162.0,177.0,32.0,83.0,1600.0,30.0,5.9,1020.2,-4.0,0.0,E,1.9,Tiantan,2016-12-12 16:00:00,0,public-derived
33205,2016,12,13,12,15.0,15.0,3.0,51.0,600.0,33.0,2.9,1027.0,-14.3,0.0,NE,1.9,Tiantan,2016-12-13 12:00:00,0,public-derived
33225,2016,12,14,8,10.0,18.0,5.0,68.0,700.0,11.0,-4.8,1032.2,-17.6,0.0,NNE,1.6,Tiantan,2016-12-14 08:00:00,0,public-derived
33245,2016,12,15,4,70.0,79.0,7.0,77.0,2100.0,2.0,-5.2,1025.9,-12.2,0.0,NNE,0.7,Tiantan,2016-12-15 04:00:00,0,public-derived
33265,2016,12,16,0,16.0,61.0,4.0,72.0,1400.0,2.0,-3.1,1028.3,-14.5,0.0,E,1.3,Tiantan,2016-12-16 00:00:00,0,public-derived
33285,2016,12,16,20,247.0,313.0,4.0,122.0,2900.0,2.0,-0.2,1018.0,-7.5,0.0,ENE,0.4,Tiantan,2016-12-16 20:00:00,0,public-derived
33305,2016,12,17,16,304.0,364.0,54.0,149.0,3900.0,8.0,4.2,1017.4,-5.3,0.0,E,0.8,Tiantan,2016-12-17 16:00:00,0,public-derived
33325,2016,12,18,12,199.0,209.0,20.0,106.0,2700.0,8.0,5.1,1020.1,-7.1,0.0,N,1.0,Tiantan,2016-12-18 12:00:00,0,public-derived
33345,2016,12,19,8,219.0,219.0,2.0,61.0,3800.0,2.0,-3.7,1021.2,-6.6,0.0,E,0.3,Tiantan,2016-12-19 08:00:00,0,public-derived
33365,2016,12,20,4,422.0,499.0,5.0,119.0,8600.0,8.0,-2.9,1024.5,-3.4,0.0,E,1.0,Tiantan,2016-12-20 04:00:00,0,public-derived
33385,2016,12,21,0,371.0,411.0,5.0,150.0,8600.0,2.0,-0.7,1025.8,-2.0,0.0,ESE,1.7,Tiantan,2016-12-21 00:00:00,0,public-derived
33405,2016,12,21,20,397.0,454.0,7.0,193.0,8200.0,2.0,1.9,1020.4,-2.1,0.0,E,0.8,Tiantan,2016-12-21 20:00:00,0,public-derived
33425,2016,12,22,16,6.0,39.0,5.0,18.0,500.0,66.0,5.3,1017.8,-12.7,0.0,NNW,3.3,Tiantan,2016-12-22 16:00:00,0,public-derived
33445,2016,12,23,12,15.0,22.0,9.0,42.0,700.0,41.0,1.5,1027.1,-14.6,0.0,NE,2.2,Tiantan,2016-12-23 12:00:00,0,public-derived
33465,2016,12,24,8,110.0,163.0,5.0,75.0,3300.0,2.0,-4.7,1027.0,-9.3,0.0,E,0.8,Tiantan,2016-12-24 08:00:00,0,public-derived
33485,2016,12,25,4,145.0,167.0,8.0,96.0,3200.0,2.0,-4.6,1025.6,-7.9,0.0,ENE,0.9,Tiantan,2016-12-25 04:00:00,0,public-derived
33505,2016,12,26,0,158.0,179.0,29.0,105.0,2500.0,2.0,0.7,1025.3,-5.5,0.0,NW,0.6,Tiantan,2016-12-26 00:00:00,0,public-derived
33525,2016,12,26,20,13.0,13.0,5.0,67.0,500.0,12.0,-1.4,1028.8,-17.2,0.0,NE,0.0,Tiantan,2016-12-26 20:00:00,0,public-derived
33545,2016,12,27,16,15.0,37.0,6.0,25.0,400.0,54.0,2.4,1028.7,-16.7,0.0,ESE,1.2,Tiantan,2016-12-27 16:00:00,0,public-derived
33565,2016,12,28,12,8.0,62.0,,23.0,500.0,54.0,1.3,1028.4,-18.1,0.0,NNW,3.8,Tiantan,2016-12-28 12:00:00,1,public-derived
33585,2016,12,29,8,12.0,36.0,4.0,39.0,500.0,2.0,-5.5,1033.1,-17.9,0.0,E,1.0,Tiantan,2016-12-29 08:00:00,0,public-derived
33605,2016,12,30,4,307.0,384.0,2.0,22.0,1000.0,3.0,-6.3,1027.0,-9.8,0.0,NE,1.9,Tiantan,2016-12-30 04:00:00,0,public-derived
33625,2016,12,31,0,278.0,341.0,2.0,92.0,3300.0,2.0,-5.0,1023.8,-7.9,0.0,ENE,1.0,Tiantan,2016-12-31 00:00:00,0,public-derived
33645,2016,12,31,20,409.0,513.0,4.0,143.0,5300.0,2.0,-2.5,1022.4,-5.5,0.0,ENE,0.7,Tiantan,2016-12-31 20:00:00,0,public-derived
33665,2017,1,1,16,492.0,612.0,6.0,193.0,6800.0,4.0,-0.2,1019.2,-3.9,0.0,ESE,2.1,Tiantan,2017-01-01 16:00:00,0,public-derived
33685,2017,1,2,12,326.0,347.0,10.0,164.0,6400.0,11.0,4.9,1022.8,-7.3,0.0,SW,2.8,Tiantan,2017-01-02 12:00:00,0,public-derived
33705,2017,1,3,8,282.0,318.0,2.0,113.0,6400.0,2.0,-5.4,1019.0,-7.1,0.0,E,1.1,Tiantan,2017-01-03 08:00:00,0,public-derived
33725,2017,1,4,4,548.0,709.0,4.0,101.0,,2.0,-4.3,1021.2,-5.3,0.0,E,0.7,Tiantan,2017-01-04 04:00:00,1,public-derived
33745,2017,1,5,0,223.0,223.0,7.0,123.0,7700.0,2.0,-1.0,1025.0,-1.7,0.0,ESE,2.8,Tiantan,2017-01-05 00:00:00,0,public-derived
33765,2017,1,5,20,173.0,202.0,12.0,116.0,4400.0,2.0,0.7,1026.4,-3.8,0.0,NE,1.1,Tiantan,2017-01-05 20:00:00,0,public-derived
33785,2017,1,6,16,178.0,186.0,33.0,132.0,3600.0,8.0,4.2,1020.6,-3.3,0.0,ENE,1.2,Tiantan,2017-01-06 16:00:00,0,public-derived
33805,2017,1,7,12,167.0,167.0,20.0,83.0,3100.0,9.0,2.1,1020.2,-1.3,0.0,ENE,1.7,Tiantan,2017-01-07 12:00:00,0,public-derived
33825,2017,1,8,8,14.0,14.0,8.0,44.0,500.0,30.0,1.5,1019.5,-10.4,0.0,NW,3.2,Tiantan,2017-01-08 08:00:00,0,public-derived
33845,2017,1,9,4,8.0,20.0,7.0,18.0,300.0,60.0,0.0,1023.8,-13.3,0.0,NW,3.6,Tiantan,2017-01-09 04:00:00,0,public-derived
33865,2017,1,10,0,147.0,160.0,9.0,86.0,1900.0,2.0,-0.55,1021.0,-7.8,0.0,NW,1.9,Tiantan,2017-01-10 00:00:00,0,public-derived
33885,2017,1,10,20,70.0,111.0,10.0,88.0,1200.0,3.0,-0.075,1026.0,-12.6,0.0,SW,1.5,Tiantan,2017-01-10 20:00:00,0,public-derived
33905,2017,1,11,16,121.0,166.0,25.0,145.0,2100.0,6.0,6.525,1018.0,-12.4,0.0,SW,1.9,Tiantan,2017-01-11 16:00:00,0,public-derived
33925,2017,1,12,12,35.0,72.0,25.0,44.0,700.0,55.0,3.66666666666667,1018.0,-11.4,0.0,SW,3.4,Tiantan,2017-01-12 12:00:00,0,public-derived
33945,2017,1,13,8,17.0,26.0,6.0,44.0,600.0,43.0,-2.175,1021.0,-18.0,0.0,NE,3.2,Tiantan,2017-01-13 08:00:00,0,public-derived
33965,2017,1,14,4,15.0,21.0,11.0,48.0,600.0,28.0,-4.15,1027.25,-22.6,0.0,NE,2.6,Tiantan,2017-01-14 04:00:00,0,public-derived
33985,2017,1,15,0,32.0,62.0,8.0,49.0,1100.0,20.0,-3.5,1033.0,-8.3,0.0,SW,1.4,Tiantan,2017-01-15 00:00:00,0,public-derived
